epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,55.8298,1.9388,2.15745,1.74543,0.00031,0.0073,8e-05,3e-05,4.64902,4786.66,18.0251,0.0702521,0.00330532,0.00330532
2,102.165,1.9749,2.16819,1.8017,0.13302,0.13451,0.06764,0.02136,2.72935,30.496,2.82571,0.0401207,0.00650721,0.00650721
3,147.345,1.92794,2.03107,1.76467,0.14929,0.29691,0.12983,0.05035,2.31961,9.52714,2.24493,0.00985721,0.0095771,0.0095771
4,192.399,1.84048,1.87992,1.69335,0.30289,0.34835,0.25243,0.10599,2.0967,6.12796,1.97607,0.009406,0.009406,0.009406
5,237.247,1.78256,1.74875,1.65525,0.44737,0.42748,0.39507,0.16664,2.0481,2.66988,1.84959,0.009208,0.009208,0.009208
6,282.097,1.71927,1.62051,1.59516,0.61872,0.47205,0.505,0.23776,1.88074,2.08493,1.75134,0.00901,0.00901,0.00901
7,326.832,1.6608,1.53825,1.56195,0.57957,0.5006,0.51569,0.26404,1.70236,1.79004,1.60419,0.008812,0.008812,0.008812
8,371.788,1.65076,1.50271,1.54011,0.58391,0.58948,0.57825,0.27891,1.82562,2.04129,1.69414,0.008614,0.008614,0.008614
9,416.512,1.59119,1.40336,1.50376,0.5867,0.53461,0.55648,0.29012,1.72411,1.53026,1.61977,0.008416,0.008416,0.008416
10,461.317,1.56927,1.37901,1.48826,0.6686,0.60251,0.63915,0.3312,1.64001,1.51237,1.5564,0.008218,0.008218,0.008218
11,505.872,1.53632,1.3269,1.46986,0.68961,0.59162,0.65804,0.35908,1.6102,1.31802,1.53513,0.00802,0.00802,0.00802
12,550.639,1.51598,1.29514,1.45924,0.72477,0.62811,0.68338,0.38496,1.549,1.29322,1.49105,0.007822,0.007822,0.007822
13,595.386,1.48765,1.23805,1.43282,0.72311,0.65095,0.70711,0.40217,1.52479,1.18785,1.46394,0.007624,0.007624,0.007624
14,640.277,1.46326,1.21051,1.41529,0.64464,0.57063,0.62545,0.3384,1.61876,1.5822,1.54247,0.007426,0.007426,0.007426
15,684.949,1.44586,1.18439,1.40773,0.74277,0.63819,0.70746,0.40213,1.49272,1.22268,1.44181,0.007228,0.007228,0.007228
16,729.791,1.43869,1.16205,1.39791,0.73681,0.63264,0.69026,0.39587,1.53481,1.32919,1.48066,0.00703,0.00703,0.00703
17,774.323,1.41375,1.12401,1.37926,0.65462,0.64169,0.65941,0.35798,1.57146,1.29626,1.51014,0.006832,0.006832,0.006832
18,819.09,1.38991,1.10742,1.36841,0.71457,0.59703,0.65634,0.3712,1.55286,1.40336,1.50188,0.006634,0.006634,0.006634
19,863.696,1.37543,1.08045,1.35566,0.76732,0.68738,0.74853,0.4409,1.43726,1.06272,1.40176,0.006436,0.006436,0.006436
20,908.449,1.35475,1.05212,1.34709,0.75291,0.641,0.72111,0.4178,1.4806,1.15119,1.43643,0.006238,0.006238,0.006238
21,952.991,1.33799,1.02947,1.33577,0.76748,0.71581,0.7746,0.47255,1.39017,1.00002,1.37105,0.00604,0.00604,0.00604
22,997.784,1.32712,1.00633,1.32001,0.76883,0.68658,0.75482,0.45755,1.41795,1.06809,1.4023,0.005842,0.005842,0.005842
23,1042.35,1.32017,0.99578,1.31495,0.79094,0.71137,0.78129,0.48287,1.3407,0.97394,1.35758,0.005644,0.005644,0.005644
24,1087.11,1.31498,0.9825,1.31489,0.80976,0.71508,0.78689,0.48696,1.35792,0.95228,1.36134,0.005446,0.005446,0.005446
25,1131.79,1.26842,0.94485,1.29206,0.80479,0.71317,0.78558,0.48489,1.34761,0.97124,1.35333,0.005248,0.005248,0.005248
26,1176.5,1.27183,0.93947,1.29225,0.8316,0.72291,0.80804,0.50773,1.32745,0.90146,1.34642,0.00505,0.00505,0.00505
27,1221.17,1.24473,0.91556,1.27227,0.82045,0.71703,0.79876,0.49793,1.3211,0.93634,1.34757,0.004852,0.004852,0.004852
28,1265.85,1.23379,0.89781,1.26901,0.81659,0.75703,0.81435,0.5172,1.30144,0.88548,1.32046,0.004654,0.004654,0.004654
29,1310.46,1.22098,0.88932,1.25925,0.78878,0.75467,0.81159,0.51549,1.2966,0.89673,1.31692,0.004456,0.004456,0.004456
30,1355.2,1.20174,0.86735,1.2498,0.80644,0.75245,0.81728,0.51848,1.29775,0.87388,1.31192,0.004258,0.004258,0.004258
