epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,1797.39,0.83893,0.52114,1.02423,0.86463,0.80747,0.86356,0.59198,1.14969,0.70378,1.20581,0.0004357,0.0004357,0.0004357
59,1828.03,0.83554,0.51638,1.02122,0.8584,0.79343,0.8541,0.58557,1.1685,0.7271,1.21831,0.0004258,0.0004258,0.0004258
60,1858.63,0.82899,0.51063,1.01794,0.85617,0.80439,0.85232,0.57927,1.16439,0.71383,1.21315,0.0004159,0.0004159,0.0004159
61,1889.38,0.82187,0.50616,1.01392,0.85324,0.81285,0.85643,0.5884,1.14738,0.71199,1.20341,0.000406,0.000406,0.000406
62,1919.91,0.82025,0.50706,1.01388,0.8692,0.80141,0.86207,0.59871,1.14524,0.70862,1.20296,0.0003961,0.0003961,0.0003961
63,1950.7,0.8138,0.50036,1.01102,0.86266,0.80435,0.85751,0.58481,1.16073,0.71094,1.22464,0.0003862,0.0003862,0.0003862
64,1981.44,0.8153,0.50101,1.01285,0.86352,0.81328,0.85499,0.59263,1.13672,0.69847,1.21018,0.0003763,0.0003763,0.0003763
65,2012.09,0.80283,0.49481,1.0072,0.85135,0.8187,0.85144,0.57902,1.16535,0.70896,1.23146,0.0003664,0.0003664,0.0003664
66,2042.79,0.7974,0.49005,1.00389,0.8469,0.8131,0.8488,0.58497,1.13666,0.71678,1.21167,0.0003565,0.0003565,0.0003565
67,2073.51,0.79194,0.48359,1.00345,0.85616,0.80477,0.85276,0.58257,1.15436,0.71871,1.22642,0.0003466,0.0003466,0.0003466
68,2104.21,0.78696,0.48107,1.00029,0.8625,0.80073,0.85567,0.5952,1.14342,0.711,1.21737,0.0003367,0.0003367,0.0003367
69,2134.98,0.78638,0.4796,0.99836,0.8668,0.80274,0.85108,0.591,1.1462,0.71827,1.22132,0.0003268,0.0003268,0.0003268
70,2165.67,0.78233,0.47778,0.9962,0.87479,0.80091,0.85546,0.59284,1.14122,0.71198,1.21971,0.0003169,0.0003169,0.0003169
71,2196.38,0.78024,0.474,0.99766,0.86889,0.82197,0.86529,0.60031,1.13373,0.69074,1.21378,0.000307,0.000307,0.000307
72,2227,0.76734,0.46627,0.99318,0.8682,0.8157,0.8633,0.603,1.12213,0.68629,1.20519,0.0002971,0.0002971,0.0002971
73,2257.69,0.76297,0.46692,0.99447,0.87171,0.80712,0.85575,0.59436,1.1387,0.70495,1.21969,0.0002872,0.0002872,0.0002872
74,2288.24,0.76027,0.46313,0.9877,0.86173,0.81984,0.85884,0.59752,1.12898,0.69084,1.21145,0.0002773,0.0002773,0.0002773
75,2318.93,0.75819,0.46262,0.99075,0.86102,0.81457,0.85545,0.5962,1.13067,0.68839,1.21224,0.0002674,0.0002674,0.0002674
76,2349.81,0.76639,0.46298,0.99096,0.85536,0.82522,0.86087,0.59659,1.1246,0.68048,1.20682,0.0002575,0.0002575,0.0002575
77,2380.34,0.75045,0.45935,0.98777,0.85774,0.81552,0.85597,0.59495,1.1362,0.69791,1.21309,0.0002476,0.0002476,0.0002476
78,2411.22,0.74268,0.45505,0.98316,0.87128,0.81151,0.86033,0.59829,1.12721,0.68386,1.20728,0.0002377,0.0002377,0.0002377
79,2441.76,0.73901,0.45129,0.98023,0.88099,0.80586,0.86103,0.59867,1.12566,0.68535,1.21895,0.0002278,0.0002278,0.0002278
80,2472.41,0.7364,0.44896,0.98048,0.86831,0.81385,0.85877,0.59763,1.13264,0.70926,1.21728,0.0002179,0.0002179,0.0002179
81,2502.99,0.73083,0.44801,0.97967,0.85756,0.82294,0.86564,0.60647,1.1269,0.67765,1.20927,0.000208,0.000208,0.000208
82,2533.77,0.72673,0.44766,0.97688,0.86255,0.8126,0.85697,0.60036,1.11452,0.70316,1.20722,0.0001981,0.0001981,0.0001981
83,2564.44,0.72325,0.44412,0.97542,0.86656,0.81334,0.86252,0.60251,1.12089,0.68353,1.21074,0.0001882,0.0001882,0.0001882
84,2595.16,0.72202,0.44201,0.97273,0.84822,0.8319,0.85785,0.59846,1.12629,0.69199,1.20952,0.0001783,0.0001783,0.0001783
85,2625.81,0.71817,0.43972,0.97351,0.86876,0.81952,0.86157,0.59779,1.13038,0.68812,1.21724,0.0001684,0.0001684,0.0001684
86,2656.55,0.71028,0.43198,0.97255,0.86459,0.82251,0.86372,0.60573,1.12089,0.67736,1.21608,0.0001585,0.0001585,0.0001585
87,2687.24,0.71207,0.43295,0.96887,0.85678,0.82964,0.85857,0.59982,1.11328,0.6801,1.21573,0.0001486,0.0001486,0.0001486
88,2717.94,0.7053,0.42936,0.96842,0.85066,0.82557,0.85795,0.59722,1.12334,0.68309,1.2162,0.0001387,0.0001387,0.0001387
89,2748.47,0.69737,0.4253,0.96588,0.86052,0.8235,0.85511,0.59538,1.13031,0.69012,1.22633,0.0001288,0.0001288,0.0001288
90,2779.36,0.69897,0.42558,0.96804,0.86658,0.81092,0.85799,0.59907,1.13135,0.68193,1.22377,0.0001189,0.0001189,0.0001189
91,2815.09,0.6481,0.34904,0.93307,0.84684,0.82818,0.8577,0.59887,1.11869,0.68217,1.22768,0.000109,0.000109,0.000109
92,2845.48,0.61629,0.33449,0.92069,0.85263,0.82465,0.85974,0.6047,1.11253,0.67952,1.22616,9.91e-05,9.91e-05,9.91e-05
93,2875.83,0.60863,0.32936,0.91674,0.86433,0.81007,0.85607,0.6064,1.11285,0.68153,1.22517,8.92e-05,8.92e-05,8.92e-05
94,2906.36,0.59705,0.32669,0.91299,0.86103,0.81895,0.85451,0.60208,1.11899,0.68724,1.22723,7.93e-05,7.93e-05,7.93e-05
95,2936.6,0.58954,0.32294,0.91099,0.86228,0.81747,0.85741,0.60481,1.11558,0.68492,1.22796,6.94e-05,6.94e-05,6.94e-05
96,2966.95,0.58459,0.31918,0.90795,0.85929,0.81886,0.85567,0.60428,1.11706,0.68692,1.23234,5.95e-05,5.95e-05,5.95e-05
97,2997.28,0.5797,0.31619,0.90516,0.86402,0.8231,0.85801,0.60763,1.11096,0.68006,1.22909,4.96e-05,4.96e-05,4.96e-05
98,3027.72,0.58034,0.31682,0.90657,0.86682,0.81765,0.85847,0.60668,1.11375,0.68249,1.22655,3.97e-05,3.97e-05,3.97e-05
99,3058.07,0.57321,0.31264,0.90281,0.86277,0.81699,0.85588,0.60923,1.11965,0.68336,1.23548,2.98e-05,2.98e-05,2.98e-05
100,3088.49,0.56689,0.31015,0.90189,0.86346,0.81756,0.85715,0.60937,1.11679,0.68481,1.23594,1.99e-05,1.99e-05,1.99e-05
