epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,61.2581,3.36534,3.82927,2.95392,0.43186,0.40925,0.33517,0.15395,3.71363,6.51267,3.39905,0.0672773,0.000330532,0.000330532
2,118.702,3.34829,3.2212,2.95172,0.39105,0.31878,0.28963,0.1336,3.81334,8.17113,3.60495,0.0342642,0.000650721,0.000650721
3,176.261,3.41013,3.25264,2.99347,0.25945,0.27314,0.19336,0.08523,4.09728,8.77817,3.56302,0.00123782,0.00095771,0.00095771
4,233.55,3.30618,3.11826,2.92394,0.5401,0.52948,0.51114,0.20905,4.09328,3.83742,3.3791,0.0009406,0.0009406,0.0009406
5,290.911,3.19437,2.84303,2.86849,0.61772,0.57948,0.58319,0.30802,3.21913,3.41618,2.97892,0.0009208,0.0009208,0.0009208
6,348.35,3.0742,2.60565,2.76966,0.66101,0.593,0.63138,0.34172,3.15577,2.71998,2.87472,0.000901,0.000901,0.000901
7,405.906,2.98049,2.48508,2.72798,0.70278,0.66409,0.71084,0.40126,3.04302,2.39341,2.82983,0.0008812,0.0008812,0.0008812
8,463.399,2.89416,2.34374,2.67529,0.72938,0.68212,0.73204,0.42677,2.97398,2.19176,2.7324,0.0008614,0.0008614,0.0008614
9,520.826,2.81037,2.21619,2.62978,0.76,0.67424,0.74267,0.43351,2.94332,2.14981,2.7179,0.0008416,0.0008416,0.0008416
10,578.246,2.76269,2.1347,2.59896,0.7687,0.69465,0.76791,0.46879,2.82132,2.02611,2.66155,0.0008218,0.0008218,0.0008218
11,635.624,2.7103,2.0691,2.57393,0.75856,0.70546,0.7654,0.46699,2.77702,2.01728,2.62996,0.000802,0.000802,0.000802
12,692.938,2.64938,1.98885,2.54106,0.76097,0.71211,0.76804,0.47943,2.74331,2.02368,2.60917,0.0007822,0.0007822,0.0007822
13,750.401,2.61843,1.91456,2.5134,0.75616,0.72104,0.76406,0.46353,2.77149,2.00538,2.65146,0.0007624,0.0007624,0.0007624
14,807.807,2.5766,1.86552,2.49855,0.77769,0.71674,0.77266,0.47275,2.72539,1.95577,2.61297,0.0007426,0.0007426,0.0007426
15,865.032,2.52516,1.80855,2.47427,0.81285,0.73221,0.80576,0.51204,2.61303,1.75812,2.54409,0.0007228,0.0007228,0.0007228
16,922.527,2.51778,1.79192,2.46206,0.78184,0.74017,0.79604,0.51029,2.62701,1.82087,2.54348,0.000703,0.000703,0.000703
17,979.99,2.46897,1.71004,2.42916,0.77275,0.75565,0.80972,0.51394,2.62422,1.81057,2.56436,0.0006832,0.0006832,0.0006832
18,1037.45,2.45515,1.70424,2.42802,0.82045,0.7446,0.82362,0.51934,2.64091,1.71072,2.56117,0.0006634,0.0006634,0.0006634
19,1094.78,2.39864,1.62919,2.39311,0.8088,0.77376,0.82629,0.53118,2.59085,1.64648,2.52158,0.0006436,0.0006436,0.0006436
20,1152.26,2.35174,1.58254,2.37003,0.82398,0.75171,0.81471,0.52942,2.57652,1.73681,2.517,0.0006238,0.0006238,0.0006238
21,1209.6,2.33178,1.55197,2.3641,0.83127,0.76003,0.82506,0.52775,2.59653,1.70739,2.51363,0.000604,0.000604,0.000604
22,1267.07,2.32995,1.53535,2.34766,0.81847,0.78405,0.83526,0.54027,2.54204,1.60161,2.50707,0.0005842,0.0005842,0.0005842
23,1324.44,2.26666,1.49078,2.32078,0.81138,0.76491,0.81474,0.53192,2.55336,1.68691,2.49686,0.0005644,0.0005644,0.0005644
24,1381.84,2.27228,1.48878,2.33051,0.82913,0.77037,0.83252,0.55065,2.49321,1.62635,2.47886,0.0005446,0.0005446,0.0005446
25,1439.31,2.1999,1.41741,2.29631,0.8144,0.77653,0.82534,0.54037,2.52762,1.61964,2.49504,0.0005248,0.0005248,0.0005248
26,1496.59,2.19446,1.40945,2.2885,0.83666,0.78227,0.84312,0.55936,2.47856,1.58688,2.47768,0.000505,0.000505,0.000505
27,1553.97,2.18068,1.39215,2.27579,0.82959,0.77783,0.83649,0.55461,2.47176,1.56883,2.48405,0.0004852,0.0004852,0.0004852
