epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,61.5053,1.71071,2.23906,1.69513,0.52098,0.57008,0.52329,0.29293,1.59681,2.34591,1.66102,0.000468394,0.000468394,0.000468394
2,111.491,1.57709,1.42775,1.5988,0.45183,0.43664,0.39586,0.19372,1.9239,2.92196,2.10569,0.000935375,0.000935375,0.000935375
3,161.531,1.58802,1.41965,1.61783,0.46168,0.38942,0.32815,0.13849,2.11577,5.44717,2.56468,0.00139292,0.00139292,0.00139292
4,211.467,1.56538,1.37751,1.60301,0.35752,0.43661,0.35877,0.18488,1.91409,3.0899,2.08116,0.00138656,0.00138656,0.00138656
5,261.415,1.50515,1.27717,1.56591,0.6631,0.56726,0.64377,0.34744,1.83624,1.46826,1.88784,0.00137241,0.00137241,0.00137241
6,311.371,1.45437,1.17982,1.5268,0.59674,0.55041,0.57682,0.32935,1.7149,1.5703,1.7738,0.00135826,0.00135826,0.00135826
7,361.222,1.41572,1.13406,1.50406,0.68611,0.58152,0.64085,0.34473,1.73091,1.45618,1.80404,0.00134412,0.00134412,0.00134412
8,411.276,1.39497,1.08844,1.49143,0.67946,0.60396,0.63962,0.3547,1.72443,1.47212,1.72086,0.00132997,0.00132997,0.00132997
9,461.432,1.36314,1.04152,1.45644,0.72357,0.55448,0.65258,0.39269,1.58168,1.43441,1.68285,0.00131582,0.00131582,0.00131582
10,511.404,1.33127,1.00613,1.43851,0.78897,0.65378,0.74555,0.46307,1.48218,1.11866,1.56146,0.00130168,0.00130168,0.00130168
11,561.567,1.31673,0.98601,1.43021,0.74835,0.71632,0.76647,0.48781,1.41004,1.04904,1.51145,0.00128753,0.00128753,0.00128753
12,611.779,1.29245,0.94528,1.41453,0.76999,0.73576,0.788,0.52112,1.34282,0.97353,1.46925,0.00127338,0.00127338,0.00127338
13,661.962,1.26278,0.92228,1.39718,0.77821,0.73289,0.79007,0.51203,1.35983,0.96546,1.48232,0.00125923,0.00125923,0.00125923
14,712.073,1.25382,0.9027,1.3881,0.80223,0.75559,0.81332,0.53358,1.35086,0.9057,1.44865,0.00124509,0.00124509,0.00124509
15,762.085,1.23704,0.88952,1.37698,0.75637,0.70039,0.74175,0.48329,1.41885,1.13033,1.51349,0.00123094,0.00123094,0.00123094
16,812.109,1.22502,0.86324,1.36955,0.80742,0.74086,0.80287,0.53527,1.31489,0.92464,1.45113,0.00121679,0.00121679,0.00121679
17,862.186,1.21051,0.84212,1.3531,0.82635,0.76841,0.8287,0.56323,1.26659,0.83787,1.42262,0.00120265,0.00120265,0.00120265
18,912.276,1.1845,0.82787,1.34654,0.79548,0.76427,0.81137,0.55996,1.27698,0.88101,1.42742,0.0011885,0.0011885,0.0011885
19,962.412,1.19417,0.82268,1.3435,0.78487,0.73962,0.7905,0.54117,1.29932,0.91377,1.45674,0.00117435,0.00117435,0.00117435
20,1012.53,1.18282,0.80702,1.33832,0.83039,0.74399,0.82212,0.55909,1.28209,0.87378,1.40529,0.00116021,0.00116021,0.00116021
21,1062.6,1.15569,0.79861,1.32522,0.8228,0.77177,0.83146,0.57916,1.22217,0.84263,1.39701,0.00114606,0.00114606,0.00114606
22,1112.79,1.14983,0.78445,1.31767,0.84365,0.77407,0.84682,0.58115,1.25081,0.79027,1.40599,0.00113191,0.00113191,0.00113191
23,1162.76,1.13698,0.7671,1.31476,0.81802,0.78386,0.83624,0.57782,1.24604,0.81312,1.40101,0.00111776,0.00111776,0.00111776
24,1212.73,1.12098,0.75176,1.29919,0.83647,0.76262,0.82881,0.57518,1.24339,0.82272,1.39957,0.00110362,0.00110362,0.00110362
25,1262.76,1.11394,0.74443,1.2965,0.83224,0.78647,0.83827,0.59195,1.20537,0.78854,1.38414,0.00108947,0.00108947,0.00108947
26,1312.87,1.12837,0.74903,1.29643,0.82972,0.78261,0.83724,0.58588,1.21267,0.78273,1.37932,0.00107532,0.00107532,0.00107532
27,1362.83,1.09076,0.7213,1.27855,0.83159,0.78301,0.84112,0.58377,1.25154,0.78181,1.4045,0.00106118,0.00106118,0.00106118
28,1412.96,1.08475,0.71661,1.27733,0.83697,0.81177,0.85972,0.607,1.19433,0.73503,1.37228,0.00104703,0.00104703,0.00104703
29,1463.04,1.07544,0.70936,1.27082,0.84566,0.77996,0.84031,0.59537,1.20674,0.77429,1.38521,0.00103288,0.00103288,0.00103288
30,1513.12,1.06959,0.69888,1.26326,0.82691,0.80195,0.83861,0.59406,1.19669,0.75885,1.3829,0.00101873,0.00101873,0.00101873
31,1563.1,1.06997,0.70239,1.26264,0.82288,0.81633,0.85482,0.60708,1.1799,0.76129,1.37095,0.00100459,0.00100459,0.00100459
32,1613.29,1.07057,0.69338,1.26318,0.84114,0.80009,0.85793,0.60864,1.19625,0.7339,1.37417,0.00099044,0.00099044,0.00099044
33,1663.5,1.05511,0.68499,1.24843,0.84687,0.80186,0.86022,0.61449,1.16076,0.7385,1.35596,0.000976293,0.000976293,0.000976293
34,1713.73,1.05307,0.6691,1.25163,0.83498,0.79472,0.84471,0.60724,1.16652,0.7625,1.34892,0.000962146,0.000962146,0.000962146
35,1763.8,1.02682,0.66403,1.23394,0.84101,0.80488,0.85308,0.60946,1.1659,0.73748,1.34243,0.000947999,0.000947999,0.000947999
36,1813.9,1.03374,0.6613,1.23638,0.84325,0.79424,0.85143,0.60213,1.18743,0.75403,1.34834,0.000933851,0.000933851,0.000933851
37,1863.95,1.02425,0.655,1.2342,0.83631,0.80609,0.84765,0.60851,1.15873,0.75431,1.35625,0.000919704,0.000919704,0.000919704
38,1914.06,1.01701,0.64642,1.2268,0.83101,0.81916,0.85699,0.60956,1.17597,0.72854,1.35056,0.000905557,0.000905557,0.000905557
39,1964.27,1.00681,0.6397,1.22017,0.84563,0.81695,0.8648,0.61956,1.14912,0.71427,1.34963,0.00089141,0.00089141,0.00089141
40,2014.41,1.01842,0.64066,1.22532,0.84675,0.79672,0.85315,0.61588,1.14733,0.72616,1.34005,0.000877263,0.000877263,0.000877263
41,2064.42,0.98635,0.6224,1.21402,0.83561,0.81048,0.85292,0.61109,1.15947,0.73803,1.35462,0.000863116,0.000863116,0.000863116
42,2114.56,0.98934,0.61807,1.2054,0.84513,0.81617,0.85901,0.61646,1.16249,0.71835,1.34996,0.000848969,0.000848969,0.000848969
43,2164.59,0.99255,0.61258,1.20877,0.85153,0.80325,0.85134,0.61445,1.14523,0.73604,1.34305,0.000834822,0.000834822,0.000834822
44,2214.66,0.96972,0.61216,1.19874,0.84529,0.81774,0.85484,0.61804,1.14842,0.7233,1.34374,0.000820675,0.000820675,0.000820675
45,2264.86,0.97234,0.60827,1.19914,0.83934,0.81304,0.85661,0.62337,1.14348,0.7288,1.33829,0.000806528,0.000806528,0.000806528
46,2315.03,0.9606,0.59493,1.19162,0.8465,0.81946,0.86174,0.62631,1.13963,0.71543,1.33643,0.00079238,0.00079238,0.00079238
47,2365.26,0.96309,0.59769,1.19038,0.83674,0.81662,0.85459,0.61886,1.14688,0.7156,1.34413,0.000778233,0.000778233,0.000778233
48,2415.44,0.94754,0.58113,1.18279,0.83246,0.8153,0.85386,0.61528,1.15629,0.71941,1.35581,0.000764086,0.000764086,0.000764086
49,2465.51,0.94864,0.59017,1.1887,0.83016,0.82721,0.85693,0.62478,1.13516,0.70506,1.33432,0.000749939,0.000749939,0.000749939
50,2515.68,0.94109,0.58188,1.18536,0.8538,0.80057,0.85513,0.62545,1.12906,0.71128,1.34244,0.000735792,0.000735792,0.000735792
51,2566.09,0.93899,0.57795,1.17602,0.83312,0.82714,0.8631,0.63011,1.14188,0.6923,1.34673,0.000721645,0.000721645,0.000721645
52,2616.33,0.92755,0.57361,1.17254,0.84165,0.81105,0.85978,0.62669,1.14925,0.69136,1.35512,0.000707498,0.000707498,0.000707498
53,2666.46,0.91707,0.56488,1.16757,0.84844,0.80859,0.85632,0.63064,1.14026,0.70546,1.34744,0.000693351,0.000693351,0.000693351
54,2716.62,0.92246,0.56604,1.16381,0.85182,0.81975,0.86272,0.63104,1.12894,0.68393,1.34297,0.000679204,0.000679204,0.000679204
55,2766.76,0.91776,0.56533,1.16637,0.82929,0.84479,0.87166,0.6418,1.10656,0.67857,1.32235,0.000665057,0.000665057,0.000665057
56,2817.12,0.90692,0.55324,1.15429,0.84053,0.83963,0.87127,0.63819,1.1308,0.68818,1.33833,0.000650909,0.000650909,0.000650909
57,2867.15,0.89574,0.54501,1.15504,0.86557,0.8061,0.86464,0.63329,1.12696,0.68228,1.33107,0.000636762,0.000636762,0.000636762
58,2917.3,0.89648,0.54795,1.15399,0.85964,0.81319,0.8659,0.63612,1.12268,0.69586,1.34426,0.000622615,0.000622615,0.000622615
59,2967.41,0.89585,0.54865,1.15223,0.85914,0.80516,0.85953,0.63617,1.11285,0.68881,1.33665,0.000608468,0.000608468,0.000608468
60,3017.59,0.88926,0.54109,1.14615,0.85987,0.82548,0.86716,0.63904,1.11574,0.6831,1.32773,0.000594321,0.000594321,0.000594321
61,3067.76,0.87726,0.53375,1.13957,0.85747,0.80943,0.85909,0.6337,1.12104,0.68445,1.33388,0.000580174,0.000580174,0.000580174
62,3118.08,0.87414,0.53271,1.13757,0.83793,0.82663,0.86729,0.64122,1.11018,0.66771,1.33516,0.000566027,0.000566027,0.000566027
63,3168.22,0.87289,0.52806,1.1366,0.84257,0.83653,0.86729,0.63962,1.11265,0.6622,1.3335,0.00055188,0.00055188,0.00055188
64,3218.39,0.87541,0.53147,1.13853,0.84628,0.82316,0.86303,0.64047,1.10861,0.66655,1.3319,0.000537733,0.000537733,0.000537733
65,3268.49,0.8614,0.52308,1.13254,0.84322,0.83749,0.86866,0.64496,1.11745,0.65457,1.35347,0.000523586,0.000523586,0.000523586
66,3318.6,0.85405,0.51382,1.12741,0.85891,0.82231,0.86963,0.64176,1.11353,0.67184,1.33816,0.000509438,0.000509438,0.000509438
67,3368.75,0.85122,0.51026,1.12595,0.85905,0.82183,0.8673,0.63727,1.11802,0.67024,1.34063,0.000495291,0.000495291,0.000495291
68,3418.97,0.84268,0.50645,1.12153,0.85244,0.82414,0.86817,0.64215,1.10363,0.67283,1.34306,0.000481144,0.000481144,0.000481144
69,3469.09,0.83839,0.50396,1.12386,0.84066,0.82909,0.86329,0.63649,1.11489,0.67903,1.34296,0.000466997,0.000466997,0.000466997
70,3519.19,0.83185,0.50134,1.11719,0.86315,0.81795,0.86762,0.64186,1.10362,0.65085,1.33354,0.00045285,0.00045285,0.00045285
71,3569.28,0.83379,0.49814,1.11795,0.86778,0.82397,0.87172,0.64356,1.11089,0.66739,1.33772,0.000438703,0.000438703,0.000438703
72,3619.32,0.82402,0.49036,1.11406,0.83947,0.83183,0.86303,0.63958,1.10166,0.67592,1.34336,0.000424556,0.000424556,0.000424556
73,3669.44,0.82165,0.49199,1.11184,0.8667,0.83264,0.87059,0.64336,1.10636,0.65701,1.35114,0.000410409,0.000410409,0.000410409
74,3719.52,0.82125,0.48678,1.10608,0.85615,0.82934,0.87117,0.64305,1.10534,0.66452,1.34469,0.000396262,0.000396262,0.000396262
75,3769.55,0.81239,0.48632,1.10544,0.8582,0.82621,0.8691,0.64322,1.10825,0.66075,1.33761,0.000382115,0.000382115,0.000382115
76,3819.57,0.81515,0.48618,1.10383,0.86567,0.82221,0.86719,0.64371,1.10522,0.66465,1.34319,0.000367967,0.000367967,0.000367967
77,3869.58,0.8067,0.48141,1.10374,0.84455,0.83951,0.86902,0.64316,1.10335,0.65778,1.33697,0.00035382,0.00035382,0.00035382
78,3919.72,0.79198,0.47398,1.09224,0.85713,0.83525,0.87237,0.64942,1.09762,0.64716,1.33644,0.000339673,0.000339673,0.000339673
79,3969.87,0.79204,0.46867,1.09107,0.86068,0.82682,0.87092,0.64981,1.09874,0.64485,1.34355,0.000325526,0.000325526,0.000325526
80,4019.97,0.78934,0.46751,1.08896,0.84956,0.82874,0.86743,0.64512,1.10255,0.6604,1.34211,0.000311379,0.000311379,0.000311379
81,4070.04,0.78579,0.47154,1.08801,0.84743,0.83407,0.86511,0.64461,1.09438,0.66204,1.34695,0.000297232,0.000297232,0.000297232
82,4120.15,0.77942,0.46724,1.08628,0.85122,0.83818,0.87036,0.64881,1.09354,0.6623,1.34357,0.000283085,0.000283085,0.000283085
83,4170.19,0.77492,0.46126,1.0846,0.8477,0.83733,0.86934,0.64804,1.09616,0.65808,1.3466,0.000268938,0.000268938,0.000268938
84,4220.3,0.77156,0.45847,1.07987,0.86143,0.8264,0.86704,0.64665,1.10052,0.66179,1.35041,0.000254791,0.000254791,0.000254791
85,4270.31,0.76479,0.45549,1.0795,0.85772,0.83212,0.86903,0.64595,1.10303,0.66525,1.35308,0.000240644,0.000240644,0.000240644
86,4320.37,0.76158,0.45165,1.08072,0.85784,0.83561,0.87205,0.64905,1.0911,0.64569,1.34232,0.000226497,0.000226497,0.000226497
87,4370.55,0.75637,0.44654,1.07107,0.86632,0.81882,0.86551,0.64867,1.09235,0.6607,1.35598,0.000212349,0.000212349,0.000212349
88,4420.52,0.75909,0.4465,1.07242,0.85861,0.83362,0.87181,0.64908,1.08942,0.64901,1.34301,0.000198202,0.000198202,0.000198202
89,4470.62,0.74948,0.44181,1.06555,0.855,0.83743,0.87067,0.64865,1.08941,0.64476,1.34936,0.000184055,0.000184055,0.000184055
90,4520.73,0.74732,0.44144,1.06884,0.84923,0.84916,0.87498,0.65023,1.08947,0.63493,1.35199,0.000169908,0.000169908,0.000169908
91,4575.77,0.69838,0.35434,1.04944,0.85927,0.83449,0.87093,0.64849,1.09114,0.64598,1.35524,0.000155761,0.000155761,0.000155761
92,4625.88,0.66878,0.33727,1.03056,0.85638,0.83223,0.86963,0.64948,1.08971,0.65008,1.35992,0.000141614,0.000141614,0.000141614
93,4675.88,0.6585,0.33328,1.02566,0.85686,0.83424,0.86795,0.64934,1.08824,0.64996,1.35567,0.000127467,0.000127467,0.000127467
94,4725.75,0.6461,0.33059,1.01951,0.85706,0.82877,0.86466,0.64847,1.08138,0.65253,1.35021,0.00011332,0.00011332,0.00011332
95,4775.85,0.64277,0.32655,1.01362,0.84991,0.84493,0.86866,0.64709,1.09043,0.65212,1.36214,9.91726e-05,9.91726e-05,9.91726e-05
96,4825.95,0.63813,0.32157,1.01442,0.8563,0.83415,0.86393,0.64499,1.08829,0.65365,1.36116,8.50255e-05,8.50255e-05,8.50255e-05
97,4876.02,0.63267,0.31882,1.00904,0.85369,0.83929,0.86551,0.6457,1.09098,0.65884,1.35904,7.08784e-05,7.08784e-05,7.08784e-05
98,4926.08,0.6268,0.31946,1.00639,0.85513,0.83934,0.86681,0.64645,1.08908,0.65723,1.36335,5.67313e-05,5.67313e-05,5.67313e-05
99,4976.13,0.62132,0.31615,1.00311,0.85362,0.8424,0.86841,0.64774,1.08953,0.65233,1.36821,4.25842e-05,4.25842e-05,4.25842e-05
100,5026.24,0.61621,0.31172,1.00088,0.8605,0.8364,0.86653,0.64837,1.08586,0.65211,1.36547,2.84371e-05,2.84371e-05,2.84371e-05
