epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,57.6369,1.73924,2.13453,1.74195,0.6534,0.66995,0.66504,0.37857,1.43321,1.1412,1.45732,0.0702521,0.00330532,0.00330532
2,111.542,1.50603,1.29968,1.51488,0.61956,0.61221,0.64549,0.35829,1.49261,1.47051,1.50781,0.0401864,0.00657293,0.00657293
3,165.551,1.54189,1.3302,1.54731,0.5312,0.47997,0.44178,0.21509,1.82027,2.89328,1.91972,0.0100547,0.00977454,0.00977454
4,219.281,1.59849,1.42,1.59609,0.47702,0.49286,0.37092,0.18197,1.80003,2.86839,1.89356,0.009703,0.009703,0.009703
5,272.944,1.54675,1.3293,1.57128,0.60833,0.56488,0.56007,0.29341,1.66461,1.5512,1.74547,0.009604,0.009604,0.009604
6,326.814,1.49307,1.2311,1.52795,0.6633,0.63257,0.66137,0.36183,1.57978,1.30918,1.61913,0.009505,0.009505,0.009505
7,380.647,1.44569,1.17355,1.50205,0.68637,0.6441,0.67786,0.40087,1.45815,1.17296,1.55014,0.009406,0.009406,0.009406
8,434.42,1.42034,1.12958,1.47869,0.73992,0.66471,0.72405,0.42105,1.46687,1.10975,1.5427,0.009307,0.009307,0.009307
9,488.047,1.37798,1.06734,1.45251,0.72857,0.68756,0.73736,0.43821,1.39978,1.05751,1.48834,0.009208,0.009208,0.009208
10,541.748,1.356,1.03506,1.43975,0.80483,0.69501,0.76636,0.45975,1.39457,1.00745,1.48374,0.009109,0.009109,0.009109
11,595.44,1.32914,0.99848,1.4215,0.78667,0.70928,0.77699,0.46443,1.40445,0.93861,1.47421,0.00901,0.00901,0.00901
12,649.257,1.29748,0.97009,1.40447,0.76261,0.72868,0.7728,0.47813,1.3303,0.93728,1.44889,0.008911,0.008911,0.008911
13,703.174,1.2871,0.94101,1.39359,0.78171,0.69599,0.77069,0.47993,1.33401,0.9641,1.42809,0.008812,0.008812,0.008812
14,756.879,1.2771,0.93483,1.38824,0.78161,0.73024,0.77875,0.48397,1.30955,0.93421,1.43202,0.008713,0.008713,0.008713
15,810.738,1.25083,0.90335,1.37711,0.78713,0.71171,0.76126,0.4795,1.29084,1.00905,1.42787,0.008614,0.008614,0.008614
16,864.701,1.2522,0.90431,1.3725,0.79611,0.70772,0.77459,0.47706,1.35563,0.95599,1.4507,0.008515,0.008515,0.008515
17,918.425,1.22759,0.87098,1.35792,0.80623,0.742,0.79991,0.50504,1.30002,0.89745,1.42357,0.008416,0.008416,0.008416
18,972.329,1.22036,0.86652,1.35599,0.82061,0.75945,0.82528,0.52419,1.27798,0.83969,1.40811,0.008317,0.008317,0.008317
19,1026.33,1.19892,0.84041,1.33597,0.80969,0.7688,0.82097,0.51788,1.29307,0.83416,1.39627,0.008218,0.008218,0.008218
20,1080.12,1.17857,0.82425,1.32583,0.81643,0.72798,0.79804,0.50886,1.27203,0.87922,1.39468,0.008119,0.008119,0.008119
21,1133.82,1.17051,0.8067,1.32407,0.81825,0.73831,0.8054,0.51568,1.27362,0.84664,1.39565,0.00802,0.00802,0.00802
22,1187.59,1.16867,0.80468,1.31616,0.8414,0.76638,0.83225,0.54457,1.23121,0.79365,1.37194,0.007921,0.007921,0.007921
23,1241.35,1.14786,0.78268,1.29909,0.81807,0.77613,0.82773,0.53025,1.24271,0.81467,1.38077,0.007822,0.007822,0.007822
24,1295.19,1.15521,0.77933,1.31305,0.81984,0.76413,0.82532,0.54133,1.21546,0.81364,1.36268,0.007723,0.007723,0.007723
25,1349,1.12617,0.763,1.294,0.82399,0.79448,0.83962,0.54548,1.21679,0.77967,1.37234,0.007624,0.007624,0.007624
26,1402.88,1.12328,0.75357,1.28559,0.84171,0.78061,0.84654,0.56258,1.18605,0.7453,1.34721,0.007525,0.007525,0.007525
27,1456.69,1.11881,0.7494,1.28075,0.83213,0.78317,0.83681,0.54965,1.22565,0.77193,1.37613,0.007426,0.007426,0.007426
28,1510.6,1.10263,0.73349,1.27653,0.82282,0.78747,0.84208,0.55122,1.21741,0.76005,1.37772,0.007327,0.007327,0.007327
29,1564.48,1.09881,0.72899,1.26843,0.82261,0.78779,0.83369,0.54325,1.2293,0.78094,1.37623,0.007228,0.007228,0.007228
30,1618.32,1.08438,0.72057,1.26579,0.83355,0.79818,0.84714,0.56322,1.20562,0.75154,1.35806,0.007129,0.007129,0.007129
31,1673.06,1.08897,0.71325,1.26033,0.84725,0.79461,0.85464,0.57043,1.18035,0.73853,1.34111,0.00703,0.00703,0.00703
32,1727.03,1.07225,0.70183,1.25836,0.82707,0.80289,0.85158,0.56225,1.20471,0.74744,1.35776,0.006931,0.006931,0.006931
33,1781,1.06268,0.69417,1.24411,0.85251,0.79114,0.85653,0.57291,1.17487,0.732,1.33964,0.006832,0.006832,0.006832
34,1834.71,1.05396,0.68484,1.24196,0.85226,0.79565,0.85827,0.57061,1.1883,0.71755,1.3455,0.006733,0.006733,0.006733
35,1888.58,1.05008,0.6817,1.24133,0.8496,0.78698,0.85072,0.57465,1.1752,0.7255,1.34208,0.006634,0.006634,0.006634
36,1942.42,1.04705,0.67697,1.23934,0.83905,0.81635,0.86067,0.57791,1.16277,0.70893,1.33119,0.006535,0.006535,0.006535
37,1996.11,1.03105,0.6636,1.23365,0.85271,0.79626,0.85034,0.56999,1.17342,0.72997,1.33981,0.006436,0.006436,0.006436
38,2049.92,1.02113,0.65436,1.22057,0.86305,0.81005,0.86773,0.58184,1.16008,0.69709,1.33584,0.006337,0.006337,0.006337
39,2103.8,1.02254,0.65257,1.22078,0.84075,0.81423,0.85913,0.58534,1.14633,0.70114,1.31674,0.006238,0.006238,0.006238
40,2157.56,1.01029,0.64505,1.21167,0.86111,0.80051,0.86057,0.57849,1.17056,0.71313,1.33281,0.006139,0.006139,0.006139
41,2211.28,1.00799,0.63428,1.21324,0.83467,0.81589,0.86213,0.57995,1.15397,0.71634,1.3271,0.00604,0.00604,0.00604
42,2265.26,1.0048,0.63465,1.20927,0.85454,0.8034,0.86571,0.59189,1.14133,0.68882,1.31233,0.005941,0.005941,0.005941
43,2319.13,1.00302,0.62696,1.20551,0.84189,0.81526,0.87106,0.594,1.13201,0.66924,1.31134,0.005842,0.005842,0.005842
44,2373.22,0.99371,0.62742,1.20052,0.87281,0.79271,0.86721,0.58905,1.14088,0.6859,1.32366,0.005743,0.005743,0.005743
45,2427.2,0.98172,0.61567,1.19803,0.85303,0.82164,0.87381,0.60368,1.12705,0.65918,1.31537,0.005644,0.005644,0.005644
46,2481.18,0.97895,0.61398,1.19168,0.86037,0.81351,0.87841,0.60296,1.13155,0.66972,1.31974,0.005545,0.005545,0.005545
47,2535.31,0.97458,0.61144,1.19377,0.86478,0.81201,0.86803,0.59499,1.11808,0.67155,1.31774,0.005446,0.005446,0.005446
48,2589.2,0.96456,0.60085,1.18467,0.86451,0.81742,0.87127,0.59464,1.12941,0.67255,1.32235,0.005347,0.005347,0.005347
49,2643.04,0.95847,0.59074,1.18379,0.85758,0.81914,0.87195,0.6012,1.12838,0.67637,1.31851,0.005248,0.005248,0.005248
50,2696.84,0.95759,0.59444,1.18187,0.87199,0.81322,0.87091,0.59839,1.13295,0.66478,1.33619,0.005149,0.005149,0.005149
51,2750.63,0.94961,0.58629,1.17727,0.85211,0.81336,0.86608,0.59288,1.1315,0.677,1.32187,0.00505,0.00505,0.00505
52,2804.38,0.94,0.58019,1.17505,0.85381,0.81705,0.87043,0.60245,1.11611,0.67368,1.32553,0.004951,0.004951,0.004951
53,2858.21,0.9348,0.57557,1.17072,0.8732,0.80113,0.86589,0.60191,1.11299,0.66975,1.31573,0.004852,0.004852,0.004852
54,2912.04,0.9288,0.57295,1.16596,0.8719,0.81384,0.87389,0.60291,1.11841,0.66988,1.31665,0.004753,0.004753,0.004753
55,2966.12,0.92811,0.57,1.16259,0.85304,0.81578,0.8716,0.5983,1.12704,0.67374,1.3236,0.004654,0.004654,0.004654
56,3020.05,0.92552,0.5659,1.16183,0.85118,0.82739,0.87408,0.60062,1.13024,0.68104,1.31604,0.004555,0.004555,0.004555
57,3073.84,0.91957,0.55993,1.15336,0.85784,0.81801,0.87893,0.61391,1.10896,0.66932,1.31106,0.004456,0.004456,0.004456
58,3127.78,0.90813,0.55664,1.14892,0.86044,0.81563,0.87107,0.60888,1.11683,0.67292,1.31331,0.004357,0.004357,0.004357
59,3181.6,0.90056,0.54943,1.14271,0.84675,0.82822,0.87297,0.60698,1.11109,0.65555,1.31034,0.004258,0.004258,0.004258
60,3235.28,0.91025,0.54993,1.14833,0.85213,0.82955,0.87716,0.60813,1.11939,0.65384,1.30873,0.004159,0.004159,0.004159
61,3289.12,0.89588,0.54768,1.14371,0.88105,0.80535,0.87519,0.6074,1.11289,0.66105,1.31721,0.00406,0.00406,0.00406
62,3342.99,0.88695,0.53348,1.13843,0.87388,0.81867,0.87577,0.61319,1.08889,0.658,1.29935,0.003961,0.003961,0.003961
63,3396.84,0.88293,0.53502,1.13097,0.85013,0.83643,0.87514,0.61002,1.10507,0.64603,1.3208,0.003862,0.003862,0.003862
64,3451.61,0.87672,0.52984,1.13066,0.87253,0.82022,0.87543,0.61224,1.09617,0.64674,1.31138,0.003763,0.003763,0.003763
65,3505.37,0.87392,0.52776,1.13179,0.87073,0.81735,0.87679,0.61446,1.0944,0.64206,1.31459,0.003664,0.003664,0.003664
66,3559.14,0.86859,0.5228,1.12859,0.87451,0.8197,0.87827,0.61057,1.09448,0.64425,1.31198,0.003565,0.003565,0.003565
67,3612.94,0.86177,0.51891,1.12185,0.87183,0.82281,0.87498,0.61408,1.0929,0.64904,1.30838,0.003466,0.003466,0.003466
68,3666.73,0.86424,0.51643,1.12271,0.87166,0.82661,0.87272,0.61035,1.10004,0.65021,1.30749,0.003367,0.003367,0.003367
69,3720.63,0.85123,0.50866,1.11526,0.86313,0.82658,0.87609,0.61498,1.09828,0.64743,1.3198,0.003268,0.003268,0.003268
70,3774.48,0.85195,0.51228,1.11833,0.87151,0.82603,0.87598,0.61757,1.09477,0.64136,1.31902,0.003169,0.003169,0.003169
71,3828.25,0.8472,0.50807,1.11513,0.87142,0.82324,0.87604,0.61665,1.08926,0.63572,1.31228,0.00307,0.00307,0.00307
72,3882.2,0.83647,0.50202,1.10995,0.86679,0.82687,0.87304,0.61638,1.08806,0.63979,1.31635,0.002971,0.002971,0.002971
73,3936.04,0.83154,0.49375,1.10554,0.87004,0.81548,0.87243,0.61521,1.09141,0.65023,1.31713,0.002872,0.002872,0.002872
74,3990.07,0.83033,0.49716,1.10507,0.86608,0.82469,0.87134,0.61472,1.0976,0.6441,1.32413,0.002773,0.002773,0.002773
75,4044.11,0.82045,0.48841,1.09898,0.86581,0.82261,0.87385,0.61689,1.088,0.63297,1.31426,0.002674,0.002674,0.002674
76,4097.95,0.81377,0.48496,1.09701,0.86709,0.82393,0.8737,0.61836,1.08758,0.63487,1.32051,0.002575,0.002575,0.002575
77,4151.69,0.81475,0.47872,1.0931,0.86603,0.82837,0.87748,0.62106,1.08478,0.63317,1.31758,0.002476,0.002476,0.002476
78,4205.52,0.81223,0.48288,1.09163,0.87465,0.82439,0.8775,0.61999,1.08795,0.6339,1.31357,0.002377,0.002377,0.002377
79,4259.39,0.80914,0.47658,1.09182,0.86976,0.82622,0.87761,0.62104,1.09443,0.63745,1.32443,0.002278,0.002278,0.002278
80,4313.11,0.79104,0.46655,1.0843,0.86958,0.832,0.87753,0.61932,1.09369,0.6387,1.32661,0.002179,0.002179,0.002179
81,4366.98,0.79183,0.47244,1.08871,0.87043,0.83045,0.88217,0.62246,1.09234,0.62868,1.32297,0.00208,0.00208,0.00208
82,4420.97,0.79014,0.469,1.07892,0.87686,0.82277,0.88149,0.62125,1.08365,0.62895,1.31737,0.001981,0.001981,0.001981
83,4474.88,0.77606,0.45731,1.07129,0.87985,0.82164,0.88163,0.62256,1.08565,0.62254,1.32497,0.001882,0.001882,0.001882
84,4528.75,0.77355,0.45912,1.06734,0.87261,0.83037,0.88127,0.62226,1.08916,0.6338,1.32332,0.001783,0.001783,0.001783
85,4582.62,0.77073,0.45779,1.07017,0.87357,0.83035,0.88097,0.62128,1.08652,0.63408,1.32388,0.001684,0.001684,0.001684
