epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,51.4533,1.88769,2.10372,1.70404,0.04546,0.06207,0.01066,0.00334,3.00612,64.3974,3.71546,0.0702521,0.00330532,0.00330532
2,93.0256,1.92524,2.06756,1.76092,0.06402,0.1689,0.02757,0.00945,2.77111,8.74573,2.82095,0.0401207,0.00650721,0.00650721
3,134.511,1.87107,1.92206,1.72814,0.15727,0.19366,0.08778,0.02984,2.63963,5.1509,2.65182,0.00985721,0.0095771,0.0095771
4,175.849,1.78514,1.76935,1.66414,0.30261,0.29604,0.20857,0.08655,2.30418,2.99939,2.1927,0.009406,0.009406,0.009406
5,216.952,1.70597,1.63017,1.61423,0.63235,0.54373,0.56061,0.29134,1.72217,1.6493,1.66037,0.009208,0.009208,0.009208
6,258.12,1.65534,1.50762,1.56259,0.5837,0.53251,0.55267,0.26402,1.85608,1.70545,1.72733,0.00901,0.00901,0.00901
7,299.214,1.5932,1.43381,1.52471,0.63295,0.54906,0.58521,0.29965,1.74184,1.64325,1.64971,0.008812,0.008812,0.008812
8,340.427,1.56652,1.37436,1.49668,0.66775,0.6275,0.65836,0.36085,1.63291,1.34767,1.5433,0.008614,0.008614,0.008614
9,381.551,1.51791,1.30124,1.46968,0.6744,0.63041,0.66276,0.36914,1.59178,1.31891,1.54303,0.008416,0.008416,0.008416
10,422.741,1.49364,1.26124,1.44694,0.68612,0.66152,0.68898,0.38929,1.55121,1.27977,1.49456,0.008218,0.008218,0.008218
11,463.78,1.47663,1.22575,1.44159,0.69667,0.63193,0.6685,0.37252,1.57667,1.3246,1.51391,0.00802,0.00802,0.00802
12,504.882,1.43293,1.18662,1.41705,0.777,0.66459,0.74596,0.44369,1.4551,1.09504,1.44745,0.007822,0.007822,0.007822
13,546.044,1.41638,1.13529,1.40014,0.7017,0.64876,0.69644,0.39802,1.50414,1.20272,1.47869,0.007624,0.007624,0.007624
14,587.19,1.3953,1.11194,1.38304,0.79447,0.6601,0.74427,0.44095,1.45452,1.17769,1.44031,0.007426,0.007426,0.007426
15,628.243,1.36731,1.06938,1.36963,0.77884,0.68532,0.75735,0.45131,1.44023,1.04706,1.4274,0.007228,0.007228,0.007228
16,669.363,1.37566,1.07414,1.36916,0.79076,0.67857,0.75346,0.45519,1.44589,1.09529,1.43878,0.00703,0.00703,0.00703
17,710.299,1.33901,1.02234,1.34372,0.78005,0.71245,0.78083,0.47425,1.38749,1.02403,1.38943,0.006832,0.006832,0.006832
18,751.546,1.32161,1.00903,1.34005,0.77853,0.68064,0.74289,0.44089,1.43811,1.06485,1.4196,0.006634,0.006634,0.006634
19,792.631,1.30256,0.98719,1.32403,0.80331,0.72116,0.79227,0.48073,1.37581,0.95692,1.37929,0.006436,0.006436,0.006436
20,833.727,1.28607,0.95726,1.31243,0.81833,0.72002,0.79456,0.47994,1.3584,0.97909,1.36932,0.006238,0.006238,0.006238
21,874.68,1.27245,0.94119,1.30646,0.81376,0.72773,0.79398,0.48652,1.37579,0.96301,1.37057,0.00604,0.00604,0.00604
22,915.889,1.2534,0.91745,1.29213,0.80049,0.72773,0.79985,0.50238,1.33449,0.93142,1.36777,0.005842,0.005842,0.005842
23,957.064,1.23988,0.90166,1.28338,0.81203,0.71639,0.78293,0.48388,1.34825,0.97924,1.3696,0.005644,0.005644,0.005644
24,998.187,1.23111,0.88711,1.27771,0.79865,0.73205,0.80127,0.50251,1.33261,0.93221,1.35671,0.005446,0.005446,0.005446
