epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,62.5407,1.77611,2.29093,1.59305,0.62032,0.60982,0.62632,0.34737,1.50896,1.34693,1.33978,0.0705,0.00327778,0.00327778
2,95.3067,1.48767,1.25539,1.33788,0.55787,0.5479,0.55381,0.31681,1.49792,1.54439,1.34573,0.0404345,0.00654566,0.00654566
3,127.906,1.46774,1.20786,1.32985,0.48948,0.4801,0.43055,0.22225,1.71733,2.13694,1.5368,0.0103031,0.00974754,0.00974754
4,160.885,1.50468,1.24837,1.36573,0.27809,0.30562,0.19937,0.08992,1.96317,4.94177,1.93988,0.009703,0.009703,0.009703
5,193.394,1.47607,1.18967,1.35626,0.6016,0.51265,0.52221,0.27133,1.7182,1.81283,1.56164,0.009604,0.009604,0.009604
6,225.97,1.4177,1.11275,1.3199,0.57219,0.4839,0.46984,0.2537,1.57958,2.01472,1.46829,0.009505,0.009505,0.009505
7,258.257,1.3779,1.06711,1.30604,0.58274,0.50717,0.52264,0.28774,1.60602,1.60798,1.49911,0.009406,0.009406,0.009406
8,290.707,1.36729,1.03834,1.29185,0.76147,0.59822,0.68194,0.39518,1.4416,1.2011,1.3689,0.009307,0.009307,0.009307
9,323.12,1.334,0.99709,1.26993,0.67348,0.60625,0.63972,0.35878,1.58626,1.28514,1.41677,0.009208,0.009208,0.009208
10,355.544,1.30465,0.96956,1.26095,0.59263,0.46001,0.47555,0.26077,1.71117,1.87951,1.56706,0.009109,0.009109,0.009109
11,387.999,1.29175,0.94054,1.24411,0.59229,0.54969,0.57025,0.32712,1.53509,1.46954,1.41174,0.00901,0.00901,0.00901
12,420.518,1.27208,0.91479,1.23805,0.81966,0.716,0.79531,0.47644,1.41563,0.96201,1.29403,0.008911,0.008911,0.008911
13,452.991,1.23932,0.88491,1.22379,0.68806,0.48244,0.56163,0.30339,1.69344,1.68773,1.59972,0.008812,0.008812,0.008812
14,485.556,1.22184,0.86985,1.21104,0.82295,0.75625,0.81834,0.51692,1.26009,0.8565,1.23678,0.008713,0.008713,0.008713
15,517.972,1.22153,0.85896,1.20756,0.76513,0.72699,0.77447,0.48239,1.32122,1.01263,1.2673,0.008614,0.008614,0.008614
16,550.456,1.19767,0.84098,1.19709,0.7879,0.74149,0.80194,0.50547,1.28015,0.89938,1.25411,0.008515,0.008515,0.008515
17,582.854,1.18343,0.81832,1.18658,0.79043,0.70626,0.77141,0.46718,1.40458,0.9778,1.28989,0.008416,0.008416,0.008416
